State Exports by NAICS Commodities,,,,
Current date: 11/14/2018 6:34 PM (Eastern Standard Time),,,,
State,Commodity,Country,Time,Total Exports Value ($US)
Iowa,"323 Printed Matter And Related Products, Nesoi",World Total,2011,"41,272,572"
Iowa,"323 Printed Matter And Related Products, Nesoi",World Total,2012,"28,750,238"
Iowa,"323 Printed Matter And Related Products, Nesoi",World Total,2013,"26,555,244"
Iowa,"323 Printed Matter And Related Products, Nesoi",World Total,2014,"26,242,498"
Iowa,"323 Printed Matter And Related Products, Nesoi",World Total,2015,"18,385,486"
Iowa,"323 Printed Matter And Related Products, Nesoi",World Total,2016,"16,766,323"
Iowa,"323 Printed Matter And Related Products, Nesoi",World Total,2017,"14,626,783"
Iowa,324 Petroleum & Coal Products,World Total,2002,"3,635,260"
Iowa,324 Petroleum & Coal Products,World Total,2003,"4,247,920"
Iowa,324 Petroleum & Coal Products,World Total,2004,"4,664,265"
Iowa,324 Petroleum & Coal Products,World Total,2005,"4,397,608"
Iowa,324 Petroleum & Coal Products,World Total,2006,"6,083,617"
Iowa,324 Petroleum & Coal Products,World Total,2007,"4,890,285"
Iowa,324 Petroleum & Coal Products,World Total,2008,"6,643,756"
Iowa,324 Petroleum & Coal Products,World Total,2009,"7,337,578"
Iowa,324 Petroleum & Coal Products,World Total,2010,"11,110,405"
Iowa,324 Petroleum & Coal Products,World Total,2011,"17,798,566"
Iowa,324 Petroleum & Coal Products,World Total,2012,"13,722,380"
Iowa,324 Petroleum & Coal Products,World Total,2013,"16,593,746"
Iowa,324 Petroleum & Coal Products,World Total,2014,"17,933,030"
Iowa,324 Petroleum & Coal Products,World Total,2015,"19,865,735"
Iowa,324 Petroleum & Coal Products,World Total,2016,"16,845,222"
Iowa,324 Petroleum & Coal Products,World Total,2017,"18,931,597"
Iowa,325 Chemicals,World Total,2002,"448,317,073"
Iowa,325 Chemicals,World Total,2003,"444,418,705"
Iowa,325 Chemicals,World Total,2004,"525,945,719"
Iowa,325 Chemicals,World Total,2005,"667,908,552"
Iowa,325 Chemicals,World Total,2006,"684,702,114"
Iowa,325 Chemicals,World Total,2007,"844,298,560"
Iowa,325 Chemicals,World Total,2008,"1,141,673,713"
Iowa,325 Chemicals,World Total,2009,"891,111,637"
Iowa,325 Chemicals,World Total,2010,"932,229,914"
Iowa,325 Chemicals,World Total,2011,"1,174,714,472"
Iowa,325 Chemicals,World Total,2012,"1,201,880,229"
Iowa,325 Chemicals,World Total,2013,"1,452,380,623"
Iowa,325 Chemicals,World Total,2014,"1,595,473,464"
Iowa,325 Chemicals,World Total,2015,"1,635,142,792"
Iowa,325 Chemicals,World Total,2016,"1,629,403,230"
Iowa,325 Chemicals,World Total,2017,"1,788,904,098"
Iowa,326 Plastics & Rubber Products,World Total,2002,"132,045,248"
Iowa,326 Plastics & Rubber Products,World Total,2003,"164,358,023"
Iowa,326 Plastics & Rubber Products,World Total,2004,"169,334,209"
Iowa,326 Plastics & Rubber Products,World Total,2005,"182,876,120"
Iowa,326 Plastics & Rubber Products,World Total,2006,"201,593,620"
Iowa,326 Plastics & Rubber Products,World Total,2007,"233,863,460"
Iowa,326 Plastics & Rubber Products,World Total,2008,"272,549,389"
Iowa,326 Plastics & Rubber Products,World Total,2009,"219,070,489"
Iowa,326 Plastics & Rubber Products,World Total,2010,"241,383,333"
Iowa,326 Plastics & Rubber Products,World Total,2011,"298,503,617"
Iowa,326 Plastics & Rubber Products,World Total,2012,"354,703,325"
Iowa,326 Plastics & Rubber Products,World Total,2013,"325,894,829"
Iowa,326 Plastics & Rubber Products,World Total,2014,"310,390,729"
Iowa,326 Plastics & Rubber Products,World Total,2015,"269,518,486"
Iowa,326 Plastics & Rubber Products,World Total,2016,"217,871,844"
Iowa,326 Plastics & Rubber Products,World Total,2017,"232,857,949"
Iowa,327 Nonmetallic Mineral Products,World Total,2002,"10,118,168"
Iowa,327 Nonmetallic Mineral Products,World Total,2003,"19,081,897"
Iowa,327 Nonmetallic Mineral Products,World Total,2004,"23,789,345"
Iowa,327 Nonmetallic Mineral Products,World Total,2005,"24,102,991"
Iowa,327 Nonmetallic Mineral Products,World Total,2006,"24,943,239"
Iowa,327 Nonmetallic Mineral Products,World Total,2007,"27,732,232"
Iowa,327 Nonmetallic Mineral Products,World Total,2008,"30,051,293"
Iowa,327 Nonmetallic Mineral Products,World Total,2009,"17,675,452"
Iowa,327 Nonmetallic Mineral Products,World Total,2010,"18,821,654"
Iowa,327 Nonmetallic Mineral Products,World Total,2011,"19,172,040"
Iowa,327 Nonmetallic Mineral Products,World Total,2012,"22,013,857"
Iowa,327 Nonmetallic Mineral Products,World Total,2013,"35,912,455"
Iowa,327 Nonmetallic Mineral Products,World Total,2014,"36,840,798"
Iowa,327 Nonmetallic Mineral Products,World Total,2015,"40,512,451"
Iowa,327 Nonmetallic Mineral Products,World Total,2016,"41,783,634"
Iowa,327 Nonmetallic Mineral Products,World Total,2017,"37,817,558"
Iowa,331 Primary Metal Mfg,World Total,2002,"175,067,009"
Iowa,331 Primary Metal Mfg,World Total,2003,"213,469,443"
Iowa,331 Primary Metal Mfg,World Total,2004,"401,128,443"
Iowa,331 Primary Metal Mfg,World Total,2005,"525,406,397"
Iowa,331 Primary Metal Mfg,World Total,2006,"633,329,234"
Iowa,331 Primary Metal Mfg,World Total,2007,"610,095,088"
Iowa,331 Primary Metal Mfg,World Total,2008,"643,853,345"
Iowa,331 Primary Metal Mfg,World Total,2009,"352,273,209"
Iowa,331 Primary Metal Mfg,World Total,2010,"415,558,720"
Iowa,331 Primary Metal Mfg,World Total,2011,"638,104,548"
Iowa,331 Primary Metal Mfg,World Total,2012,"630,638,704"
Iowa,331 Primary Metal Mfg,World Total,2013,"615,404,799"
Iowa,331 Primary Metal Mfg,World Total,2014,"684,985,296"
Iowa,331 Primary Metal Mfg,World Total,2015,"489,818,090"
Iowa,331 Primary Metal Mfg,World Total,2016,"385,969,802"
Iowa,331 Primary Metal Mfg,World Total,2017,"445,674,176"
Iowa,"332 Fabricated Metal Products, Nesoi",World Total,2002,"160,072,104"
Iowa,"332 Fabricated Metal Products, Nesoi",World Total,2003,"168,676,922"
Iowa,"332 Fabricated Metal Products, Nesoi",World Total,2004,"212,610,105"
Iowa,"332 Fabricated Metal Products, Nesoi",World Total,2005,"234,201,620"
Iowa,"332 Fabricated Metal Products, Nesoi",World Total,2006,"262,963,523"
Iowa,"332 Fabricated Metal Products, Nesoi",World Total,2007,"311,139,553"
Iowa,"332 Fabricated Metal Products, Nesoi",World Total,2008,"379,666,369"
Iowa,"332 Fabricated Metal Products, Nesoi",World Total,2009,"251,856,788"
Iowa,"332 Fabricated Metal Products, Nesoi",World Total,2010,"322,440,338"
Iowa,"332 Fabricated Metal Products, Nesoi",World Total,2011,"380,802,066"
Iowa,"332 Fabricated Metal Products, Nesoi",World Total,2012,"395,238,050"
Iowa,"332 Fabricated Metal Products, Nesoi",World Total,2013,"392,906,441"
Iowa,"332 Fabricated Metal Products, Nesoi",World Total,2014,"356,329,740"
Iowa,"332 Fabricated Metal Products, Nesoi",World Total,2015,"288,938,216"
Iowa,"332 Fabricated Metal Products, Nesoi",World Total,2016,"281,420,282"
Iowa,"332 Fabricated Metal Products, Nesoi",World Total,2017,"278,035,917"
Iowa,"333 Machinery, Except Electrical",World Total,2002,"1,214,184,077"
Iowa,"333 Machinery, Except Electrical",World Total,2003,"1,299,863,280"
Iowa,"333 Machinery, Except Electrical",World Total,2004,"1,693,746,784"
Iowa,"333 Machinery, Except Electrical",World Total,2005,"1,961,841,027"
Iowa,"333 Machinery, Except Electrical",World Total,2006,"2,302,122,461"
Iowa,"333 Machinery, Except Electrical",World Total,2007,"2,699,818,930"
Iowa,"333 Machinery, Except Electrical",World Total,2008,"3,487,536,535"
Iowa,"333 Machinery, Except Electrical",World Total,2009,"2,169,655,670"
Iowa,"333 Machinery, Except Electrical",World Total,2010,"2,884,425,301"
Iowa,"333 Machinery, Except Electrical",World Total,2011,"3,821,001,558"
Iowa,"333 Machinery, Except Electrical",World Total,2012,"4,427,400,732"
Iowa,"333 Machinery, Except Electrical",World Total,2013,"3,808,250,949"
Iowa,"333 Machinery, Except Electrical",World Total,2014,"3,606,958,733"
Iowa,"333 Machinery, Except Electrical",World Total,2015,"3,006,324,594"
Iowa,"333 Machinery, Except Electrical",World Total,2016,"2,411,765,979"
Iowa,"333 Machinery, Except Electrical",World Total,2017,"3,075,891,844"
Iowa,334 Computer & Electronic Products,World Total,2002,"434,957,326"
Iowa,334 Computer & Electronic Products,World Total,2003,"432,164,589"
Iowa,334 Computer & Electronic Products,World Total,2004,"304,896,643"
Iowa,334 Computer & Electronic Products,World Total,2005,"303,714,811"
Iowa,334 Computer & Electronic Products,World Total,2006,"365,545,131"
Iowa,334 Computer & Electronic Products,World Total,2007,"418,824,990"
Iowa,334 Computer & Electronic Products,World Total,2008,"462,667,050"
Iowa,334 Computer & Electronic Products,World Total,2009,"430,030,617"
Iowa,334 Computer & Electronic Products,World Total,2010,"475,480,906"
Iowa,334 Computer & Electronic Products,World Total,2011,"507,067,794"
Iowa,334 Computer & Electronic Products,World Total,2012,"559,063,901"
Iowa,334 Computer & Electronic Products,World Total,2013,"555,706,225"
Iowa,334 Computer & Electronic Products,World Total,2014,"580,142,746"
Iowa,334 Computer & Electronic Products,World Total,2015,"592,175,396"
Iowa,334 Computer & Electronic Products,World Total,2016,"593,233,506"
Iowa,334 Computer & Electronic Products,World Total,2017,"647,159,502"
Iowa,"335 Electrical Equipment, Appliances & Components",World Total,2002,"394,274,951"
Iowa,"335 Electrical Equipment, Appliances & Components",World Total,2003,"446,145,336"
Iowa,"335 Electrical Equipment, Appliances & Components",World Total,2004,"501,209,960"
Iowa,"335 Electrical Equipment, Appliances & Components",World Total,2005,"582,475,339"
Iowa,"335 Electrical Equipment, Appliances & Components",World Total,2006,"578,028,830"
Iowa,"335 Electrical Equipment, Appliances & Components",World Total,2007,"502,648,248"
Iowa,"335 Electrical Equipment, Appliances & Components",World Total,2008,"453,704,642"
Iowa,"335 Electrical Equipment, Appliances & Components",World Total,2009,"340,514,439"
Iowa,"335 Electrical Equipment, Appliances & Components",World Total,2010,"339,637,459"
Iowa,"335 Electrical Equipment, Appliances & Components",World Total,2011,"315,333,634"
Iowa,"335 Electrical Equipment, Appliances & Components",World Total,2012,"378,104,481"
Iowa,"335 Electrical Equipment, Appliances & Components",World Total,2013,"410,452,458"
Iowa,"335 Electrical Equipment, Appliances & Components",World Total,2014,"404,850,146"
Iowa,"335 Electrical Equipment, Appliances & Components",World Total,2015,"317,176,584"
Iowa,"335 Electrical Equipment, Appliances & Components",World Total,2016,"280,518,163"
Iowa,"335 Electrical Equipment, Appliances & Components",World Total,2017,"305,255,925"
Iowa,336 Transportation Equipment,World Total,2002,"246,031,662"
Iowa,336 Transportation Equipment,World Total,2003,"269,292,984"
Iowa,336 Transportation Equipment,World Total,2004,"488,633,796"
Iowa,336 Transportation Equipment,World Total,2005,"546,781,873"
Iowa,336 Transportation Equipment,World Total,2006,"672,909,835"
Iowa,336 Transportation Equipment,World Total,2007,"766,093,495"
Iowa,336 Transportation Equipment,World Total,2008,"845,732,061"
Iowa,336 Transportation Equipment,World Total,2009,"658,598,429"
Iowa,336 Transportation Equipment,World Total,2010,"703,901,288"
Iowa,336 Transportation Equipment,World Total,2011,"848,745,845"
Iowa,336 Transportation Equipment,World Total,2012,"941,109,090"
Iowa,336 Transportation Equipment,World Total,2013,"1,046,339,392"
Iowa,336 Transportation Equipment,World Total,2014,"947,504,860"
Iowa,336 Transportation Equipment,World Total,2015,"816,235,154"
Iowa,336 Transportation Equipment,World Total,2016,"740,915,381"
Iowa,336 Transportation Equipment,World Total,2017,"874,367,314"
Iowa,337 Furniture & Fixtures,World Total,2002,"27,664,851"
Iowa,337 Furniture & Fixtures,World Total,2003,"43,012,602"
Iowa,337 Furniture & Fixtures,World Total,2004,"57,058,847"
Iowa,337 Furniture & Fixtures,World Total,2005,"63,330,349"
Iowa,337 Furniture & Fixtures,World Total,2006,"63,534,888"
Iowa,337 Furniture & Fixtures,World Total,2007,"67,944,786"
Iowa,337 Furniture & Fixtures,World Total,2008,"82,236,510"
Iowa,337 Furniture & Fixtures,World Total,2009,"56,738,482"
Iowa,337 Furniture & Fixtures,World Total,2010,"63,406,446"
Iowa,337 Furniture & Fixtures,World Total,2011,"79,215,702"
Iowa,337 Furniture & Fixtures,World Total,2012,"79,406,030"
Iowa,337 Furniture & Fixtures,World Total,2013,"80,522,562"
Iowa,337 Furniture & Fixtures,World Total,2014,"89,777,566"
Iowa,337 Furniture & Fixtures,World Total,2015,"83,104,106"
Iowa,337 Furniture & Fixtures,World Total,2016,"64,541,227"
Iowa,337 Furniture & Fixtures,World Total,2017,"69,810,970"
Iowa,339 Miscellaneous Manufactured Commodities,World Total,2002,"163,430,356"
Iowa,339 Miscellaneous Manufactured Commodities,World Total,2003,"164,687,588"
Iowa,339 Miscellaneous Manufactured Commodities,World Total,2004,"229,570,480"
Iowa,339 Miscellaneous Manufactured Commodities,World Total,2005,"263,152,492"
Iowa,339 Miscellaneous Manufactured Commodities,World Total,2006,"257,692,104"
Iowa,339 Miscellaneous Manufactured Commodities,World Total,2007,"238,217,968"
Iowa,339 Miscellaneous Manufactured Commodities,World Total,2008,"246,511,430"
Iowa,339 Miscellaneous Manufactured Commodities,World Total,2009,"240,951,086"
Iowa,339 Miscellaneous Manufactured Commodities,World Total,2010,"266,749,164"
Iowa,339 Miscellaneous Manufactured Commodities,World Total,2011,"277,662,714"
Iowa,339 Miscellaneous Manufactured Commodities,World Total,2012,"285,107,324"
Iowa,339 Miscellaneous Manufactured Commodities,World Total,2013,"274,698,358"
Iowa,339 Miscellaneous Manufactured Commodities,World Total,2014,"259,166,148"
Iowa,339 Miscellaneous Manufactured Commodities,World Total,2015,"259,925,525"
Iowa,339 Miscellaneous Manufactured Commodities,World Total,2016,"251,600,937"
Iowa,339 Miscellaneous Manufactured Commodities,World Total,2017,"207,044,496"
Iowa,"511 Newspapers, Books & Other Published Matter, Nesoi",World Total,2003,"316,098"
Iowa,"511 Newspapers, Books & Other Published Matter, Nesoi",World Total,2004,"232,957"
Iowa,"511 Newspapers, Books & Other Published Matter, Nesoi",World Total,2005,"435,423"
Iowa,"511 Newspapers, Books & Other Published Matter, Nesoi",World Total,2006,"543,982"
Iowa,"511 Newspapers, Books & Other Published Matter, Nesoi",World Total,2007,"857,624"
Iowa,"511 Newspapers, Books & Other Published Matter, Nesoi",World Total,2008,"698,418"
Iowa,"511 Newspapers, Books & Other Published Matter, Nesoi",World Total,2009,"674,835"
Iowa,"511 Newspapers, Books & Other Published Matter, Nesoi",World Total,2010,"1,251,738"
Iowa,"511 Newspapers, Books & Other Published Matter, Nesoi",World Total,2011,"831,296"
Iowa,910 Waste And Scrap,World Total,2002,"4,704,661"
Iowa,910 Waste And Scrap,World Total,2003,"13,604,073"
Iowa,910 Waste And Scrap,World Total,2004,"8,395,407"
Iowa,910 Waste And Scrap,World Total,2005,"14,923,492"
Iowa,910 Waste And Scrap,World Total,2006,"67,101,596"
Iowa,910 Waste And Scrap,World Total,2007,"72,123,512"
Iowa,910 Waste And Scrap,World Total,2008,"87,644,083"
Iowa,910 Waste And Scrap,World Total,2009,"50,035,841"
Iowa,910 Waste And Scrap,World Total,2010,"72,951,789"
Iowa,910 Waste And Scrap,World Total,2011,"114,792,706"
Iowa,910 Waste And Scrap,World Total,2012,"74,477,020"
Iowa,910 Waste And Scrap,World Total,2013,"57,405,791"
Iowa,910 Waste And Scrap,World Total,2014,"53,482,074"
Iowa,910 Waste And Scrap,World Total,2015,"45,528,925"
Iowa,910 Waste And Scrap,World Total,2016,"39,717,097"
Iowa,910 Waste And Scrap,World Total,2017,"58,877,783"
Iowa,920 Used Or Second-hand Merchandise,World Total,2002,"5,049,673"
Iowa,920 Used Or Second-hand Merchandise,World Total,2003,"5,069,239"
Iowa,920 Used Or Second-hand Merchandise,World Total,2004,"6,956,043"
Iowa,920 Used Or Second-hand Merchandise,World Total,2005,"7,407,743"
Iowa,920 Used Or Second-hand Merchandise,World Total,2006,"9,063,953"
Iowa,920 Used Or Second-hand Merchandise,World Total,2007,"10,389,828"
Iowa,920 Used Or Second-hand Merchandise,World Total,2008,"13,085,159"
Iowa,920 Used Or Second-hand Merchandise,World Total,2009,"13,502,182"
Iowa,920 Used Or Second-hand Merchandise,World Total,2010,"12,676,698"
Iowa,920 Used Or Second-hand Merchandise,World Total,2011,"20,288,181"
Iowa,930 Used Or Second-hand Merchandise,World Total,2012,"27,902,916"
Iowa,930 Used Or Second-hand Merchandise,World Total,2013,"27,647,277"
Iowa,930 Used Or Second-hand Merchandise,World Total,2014,"20,874,080"
Iowa,930 Used Or Second-hand Merchandise,World Total,2015,"14,964,849"
Iowa,930 Used Or Second-hand Merchandise,World Total,2016,"16,562,124"
Iowa,930 Used Or Second-hand Merchandise,World Total,2017,"27,743,012"
Iowa,980 Goods Returned (exports For Canada Only),World Total,2002,"6,080,380"
Iowa,980 Goods Returned (exports For Canada Only),World Total,2003,"4,474,854"
Iowa,980 Goods Returned (exports For Canada Only),World Total,2004,"3,759,934"
Iowa,980 Goods Returned (exports For Canada Only),World Total,2005,"814,366"
Iowa,980 Goods Returned (exports For Canada Only),World Total,2006,"949,035"
Iowa,980 Goods Returned (exports For Canada Only),World Total,2007,"1,634,418"
Iowa,980 Goods Returned (exports For Canada Only),World Total,2008,"2,166,452"
Iowa,980 Goods Returned (exports For Canada Only),World Total,2009,"1,241,237"
Iowa,980 Goods Returned (exports For Canada Only),World Total,2010,"629,137"
Iowa,980 Goods Returned (exports For Canada Only),World Total,2011,"512,202"
Iowa,980 Goods Returned (exports For Canada Only),World Total,2012,"248,587"
Iowa,980 Goods Returned (exports For Canada Only),World Total,2013,"302,306"
Iowa,980 Goods Returned (exports For Canada Only),World Total,2014,"410,581"
Iowa,980 Goods Returned (exports For Canada Only),World Total,2015,"469,255"
Iowa,980 Goods Returned (exports For Canada Only),World Total,2016,"109,947"
Iowa,980 Goods Returned (exports For Canada Only),World Total,2017,"883,400"
Iowa,990 Other Special Classification Provisions,World Total,2002,"24,235,395"
Iowa,990 Other Special Classification Provisions,World Total,2003,"14,684,053"
Iowa,990 Other Special Classification Provisions,World Total,2004,"18,572,042"
Iowa,990 Other Special Classification Provisions,World Total,2005,"20,523,201"
Iowa,990 Other Special Classification Provisions,World Total,2006,"23,482,747"
Iowa,990 Other Special Classification Provisions,World Total,2007,"19,599,072"
Iowa,990 Other Special Classification Provisions,World Total,2008,"25,755,326"
Iowa,990 Other Special Classification Provisions,World Total,2009,"27,944,826"
Iowa,990 Other Special Classification Provisions,World Total,2010,"30,454,713"
Iowa,990 Other Special Classification Provisions,World Total,2011,"37,861,252"
Iowa,990 Other Special Classification Provisions,World Total,2012,"21,054,137"
Iowa,990 Other Special Classification Provisions,World Total,2013,"24,457,813"
Iowa,990 Other Special Classification Provisions,World Total,2014,"20,194,182"
Iowa,990 Other Special Classification Provisions,World Total,2015,"21,791,219"
Iowa,990 Other Special Classification Provisions,World Total,2016,"22,393,082"
Iowa,990 Other Special Classification Provisions,World Total,2017,"25,335,860"
Kansas,111 Agricultural Products,World Total,2002,"350,049,401"
Kansas,111 Agricultural Products,World Total,2003,"258,482,654"
Kansas,111 Agricultural Products,World Total,2004,"345,397,754"
Kansas,111 Agricultural Products,World Total,2005,"414,122,803"
Kansas,111 Agricultural Products,World Total,2006,"395,268,202"
Kansas,111 Agricultural Products,World Total,2007,"1,026,875,118"
Kansas,111 Agricultural Products,World Total,2008,"1,526,182,304"
Kansas,111 Agricultural Products,World Total,2009,"758,220,639"
Kansas,111 Agricultural Products,World Total,2010,"840,677,317"
Kansas,111 Agricultural Products,World Total,2011,"1,489,714,811"
Kansas,111 Agricultural Products,World Total,2012,"1,716,101,917"
Kansas,111 Agricultural Products,World Total,2013,"2,614,560,595"
Kansas,111 Agricultural Products,World Total,2014,"1,990,055,750"
Kansas,111 Agricultural Products,World Total,2015,"1,412,907,897"
Kansas,111 Agricultural Products,World Total,2016,"1,591,423,683"
Kansas,111 Agricultural Products,World Total,2017,"1,577,482,019"
Kansas,112 Livestock & Livestock Products,World Total,2002,"952,573"
Kansas,112 Livestock & Livestock Products,World Total,2003,"392,850"
Kansas,112 Livestock & Livestock Products,World Total,2004,"658,005"
Kansas,112 Livestock & Livestock Products,World Total,2005,"1,329,026"
Kansas,112 Livestock & Livestock Products,World Total,2006,"1,661,054"
Kansas,112 Livestock & Livestock Products,World Total,2007,"1,066,806"
Kansas,112 Livestock & Livestock Products,World Total,2008,"2,427,054"
Kansas,112 Livestock & Livestock Products,World Total,2009,"5,659,803"
Kansas,112 Livestock & Livestock Products,World Total,2010,"5,682,584"
Kansas,112 Livestock & Livestock Products,World Total,2011,"8,207,038"
Kansas,112 Livestock & Livestock Products,World Total,2012,"3,822,598"
Kansas,112 Livestock & Livestock Products,World Total,2013,"7,671,014"
Kansas,112 Livestock & Livestock Products,World Total,2014,"6,110,130"
Kansas,112 Livestock & Livestock Products,World Total,2015,"6,234,499"
Kansas,112 Livestock & Livestock Products,World Total,2016,"7,168,652"
Kansas,112 Livestock & Livestock Products,World Total,2017,"7,835,268"
Kansas,"113 Forestry Products, Nesoi",World Total,2002,"5,469,011"
Kansas,"113 Forestry Products, Nesoi",World Total,2003,"2,976,820"
Kansas,"113 Forestry Products, Nesoi",World Total,2004,"3,602,361"
Kansas,"113 Forestry Products, Nesoi",World Total,2005,"3,463,967"
Kansas,"113 Forestry Products, Nesoi",World Total,2006,"2,901,564"
Kansas,"113 Forestry Products, Nesoi",World Total,2007,"1,747,349"
Kansas,"113 Forestry Products, Nesoi",World Total,2008,"2,100,410"
Kansas,"113 Forestry Products, Nesoi",World Total,2009,"1,483,441"
Kansas,"113 Forestry Products, Nesoi",World Total,2010,"2,021,232"
Kansas,"113 Forestry Products, Nesoi",World Total,2011,"1,728,792"
Kansas,"113 Forestry Products, Nesoi",World Total,2012,"2,226,405"
Kansas,"113 Forestry Products, Nesoi",World Total,2013,"4,705,023"
Kansas,"113 Forestry Products, Nesoi",World Total,2014,"11,222,830"
Kansas,"113 Forestry Products, Nesoi",World Total,2015,"6,522,991"
Kansas,"113 Forestry Products, Nesoi",World Total,2016,"4,644,818"
Kansas,"113 Forestry Products, Nesoi",World Total,2017,"6,311,458"
Kansas,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2002,"114,147"
Kansas,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2003,"293,732"
Kansas,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2004,"46,527"
Kansas,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2005,"129,122"
Kansas,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2006,"365,292"
Kansas,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2007,"107,195"
Kansas,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2008,"276,123"
Kansas,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2009,"322,252"
Kansas,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2010,"16,591"
Kansas,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2011,"246,346"
Kansas,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2012,"186,745"
Kansas,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2013,"7,468"
Kansas,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2014,"4,059"
Kansas,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2015,"211,222"
Kansas,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2016,"22,204"
Kansas,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2017,"218,781"
Kansas,211 Oil & Gas,World Total,2002,"7,775,047"
Kansas,211 Oil & Gas,World Total,2003,"6,177,895"
Kansas,211 Oil & Gas,World Total,2004,"6,273,945"
Kansas,211 Oil & Gas,World Total,2005,"10,770,473"
Kansas,211 Oil & Gas,World Total,2006,"8,403,849"
Kansas,211 Oil & Gas,World Total,2007,"14,700,819"
Kansas,211 Oil & Gas,World Total,2008,"130,974,070"
Kansas,211 Oil & Gas,World Total,2009,"67,584,798"
Kansas,211 Oil & Gas,World Total,2010,"53,984,699"
Kansas,211 Oil & Gas,World Total,2011,"66,118,151"
Kansas,211 Oil & Gas,World Total,2012,"79,078,694"
Kansas,211 Oil & Gas,World Total,2013,"65,449,128"
Kansas,211 Oil & Gas,World Total,2014,"49,021,638"
Kansas,211 Oil & Gas,World Total,2015,"21,874,536"
Kansas,211 Oil & Gas,World Total,2016,"11,801,104"
Kansas,211 Oil & Gas,World Total,2017,"27,977,647"
Kansas,212 Minerals & Ores,World Total,2002,"948,676"
Kansas,212 Minerals & Ores,World Total,2003,"13,740,311"
Kansas,212 Minerals & Ores,World Total,2004,"33,622,226"
Kansas,212 Minerals & Ores,World Total,2005,"45,609,629"
Kansas,212 Minerals & Ores,World Total,2006,"9,128,100"
Kansas,212 Minerals & Ores,World Total,2007,"9,978,986"
Kansas,212 Minerals & Ores,World Total,2008,"8,078,803"
Kansas,212 Minerals & Ores,World Total,2009,"4,055,555"
Kansas,212 Minerals & Ores,World Total,2010,"4,021,213"
Kansas,212 Minerals & Ores,World Total,2011,"5,176,124"
Kansas,212 Minerals & Ores,World Total,2012,"7,320,241"
Kansas,212 Minerals & Ores,World Total,2013,"4,704,927"
Kansas,212 Minerals & Ores,World Total,2014,"3,883,334"
Kansas,212 Minerals & Ores,World Total,2015,"5,315,017"
Kansas,212 Minerals & Ores,World Total,2016,"3,752,870"
Kansas,212 Minerals & Ores,World Total,2017,"5,166,552"
Kansas,311 Food & Kindred Products,World Total,2002,"1,311,843,261"
Kansas,311 Food & Kindred Products,World Total,2003,"1,299,000,061"
Kansas,311 Food & Kindred Products,World Total,2004,"803,569,128"
Kansas,311 Food & Kindred Products,World Total,2005,"988,842,071"
Kansas,311 Food & Kindred Products,World Total,2006,"1,299,568,261"
Kansas,311 Food & Kindred Products,World Total,2007,"1,439,677,985"
Kansas,311 Food & Kindred Products,World Total,2008,"1,512,436,221"
Kansas,311 Food & Kindred Products,World Total,2009,"1,384,300,841"
Kansas,311 Food & Kindred Products,World Total,2010,"1,805,556,342"
Kansas,311 Food & Kindred Products,World Total,2011,"2,148,153,895"
Kansas,311 Food & Kindred Products,World Total,2012,"2,121,309,278"
Kansas,311 Food & Kindred Products,World Total,2013,"2,471,124,538"
Kansas,311 Food & Kindred Products,World Total,2014,"2,229,476,617"
Kansas,311 Food & Kindred Products,World Total,2015,"2,040,303,104"
Kansas,311 Food & Kindred Products,World Total,2016,"1,983,172,631"
Kansas,311 Food & Kindred Products,World Total,2017,"2,251,958,170"
Kansas,312 Beverages & Tobacco Products,World Total,2002,"808,445"
Kansas,312 Beverages & Tobacco Products,World Total,2003,"1,064,067"
Kansas,312 Beverages & Tobacco Products,World Total,2004,"1,279,292"
Kansas,312 Beverages & Tobacco Products,World Total,2005,"2,006,465"
Kansas,312 Beverages & Tobacco Products,World Total,2006,"5,468,695"
Kansas,312 Beverages & Tobacco Products,World Total,2007,"3,797,106"
Kansas,312 Beverages & Tobacco Products,World Total,2008,"14,434,563"
Kansas,312 Beverages & Tobacco Products,World Total,2009,"14,713,074"
Kansas,312 Beverages & Tobacco Products,World Total,2010,"61,736,924"
Kansas,312 Beverages & Tobacco Products,World Total,2011,"57,951,085"
Kansas,312 Beverages & Tobacco Products,World Total,2012,"72,866,788"
Kansas,312 Beverages & Tobacco Products,World Total,2013,"158,924,466"
