State Exports by NAICS Commodities,,,,
Current date: 11/14/2018 6:34 PM (Eastern Standard Time),,,,
State,Commodity,Country,Time,Total Exports Value ($US)
Alabama,111 Agricultural Products,World Total,2002,"341,102,524"
Alabama,111 Agricultural Products,World Total,2003,"397,567,812"
Alabama,111 Agricultural Products,World Total,2004,"277,675,387"
Alabama,111 Agricultural Products,World Total,2005,"272,097,170"
Alabama,111 Agricultural Products,World Total,2006,"498,113,428"
Alabama,111 Agricultural Products,World Total,2007,"501,055,228"
Alabama,111 Agricultural Products,World Total,2008,"472,567,854"
Alabama,111 Agricultural Products,World Total,2009,"286,948,958"
Alabama,111 Agricultural Products,World Total,2010,"509,918,522"
Alabama,111 Agricultural Products,World Total,2011,"288,732,808"
Alabama,111 Agricultural Products,World Total,2012,"141,249,927"
Alabama,111 Agricultural Products,World Total,2013,"119,540,237"
Alabama,111 Agricultural Products,World Total,2014,"310,608,467"
Alabama,111 Agricultural Products,World Total,2015,"293,154,165"
Alabama,111 Agricultural Products,World Total,2016,"339,912,537"
Alabama,111 Agricultural Products,World Total,2017,"261,686,577"
Alabama,112 Livestock & Livestock Products,World Total,2002,"39,354,505"
Alabama,112 Livestock & Livestock Products,World Total,2003,"44,966,841"
Alabama,112 Livestock & Livestock Products,World Total,2004,"32,511,771"
Alabama,112 Livestock & Livestock Products,World Total,2005,"43,001,451"
Alabama,112 Livestock & Livestock Products,World Total,2006,"56,347,894"
Alabama,112 Livestock & Livestock Products,World Total,2007,"74,496,622"
Alabama,112 Livestock & Livestock Products,World Total,2008,"86,822,564"
Alabama,112 Livestock & Livestock Products,World Total,2009,"82,713,196"
Alabama,112 Livestock & Livestock Products,World Total,2010,"86,515,613"
Alabama,112 Livestock & Livestock Products,World Total,2011,"85,093,968"
Alabama,112 Livestock & Livestock Products,World Total,2012,"85,709,316"
Alabama,112 Livestock & Livestock Products,World Total,2013,"90,373,725"
Alabama,112 Livestock & Livestock Products,World Total,2014,"84,834,304"
Alabama,112 Livestock & Livestock Products,World Total,2015,"51,204,346"
Alabama,112 Livestock & Livestock Products,World Total,2016,"48,558,786"
Alabama,112 Livestock & Livestock Products,World Total,2017,"57,784,280"
Alabama,"113 Forestry Products, Nesoi",World Total,2002,"5,737,586"
Alabama,"113 Forestry Products, Nesoi",World Total,2003,"10,690,238"
Alabama,"113 Forestry Products, Nesoi",World Total,2004,"20,454,270"
Alabama,"113 Forestry Products, Nesoi",World Total,2005,"21,951,383"
Alabama,"113 Forestry Products, Nesoi",World Total,2006,"33,360,941"
Alabama,"113 Forestry Products, Nesoi",World Total,2007,"49,460,723"
Alabama,"113 Forestry Products, Nesoi",World Total,2008,"61,312,814"
Alabama,"113 Forestry Products, Nesoi",World Total,2009,"29,913,187"
Alabama,"113 Forestry Products, Nesoi",World Total,2010,"29,167,019"
Alabama,"113 Forestry Products, Nesoi",World Total,2011,"27,718,174"
Alabama,"113 Forestry Products, Nesoi",World Total,2012,"22,030,137"
Alabama,"113 Forestry Products, Nesoi",World Total,2013,"28,821,421"
Alabama,"113 Forestry Products, Nesoi",World Total,2014,"29,254,135"
Alabama,"113 Forestry Products, Nesoi",World Total,2015,"17,007,294"
Alabama,"113 Forestry Products, Nesoi",World Total,2016,"23,979,843"
Alabama,"113 Forestry Products, Nesoi",World Total,2017,"53,498,616"
Alabama,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2002,"6,207,707"
Alabama,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2003,"5,522,399"
Alabama,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2004,"4,871,795"
Alabama,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2005,"4,995,268"
Alabama,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2006,"3,426,211"
Alabama,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2007,"3,456,093"
Alabama,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2008,"3,663,405"
Alabama,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2009,"3,566,581"
Alabama,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2010,"3,886,832"
Alabama,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2011,"3,289,684"
Alabama,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2012,"2,779,522"
Alabama,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2013,"4,639,580"
Alabama,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2014,"3,675,889"
Alabama,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2015,"3,973,774"
Alabama,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2016,"2,561,191"
Alabama,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2017,"2,693,535"
Alabama,211 Oil & Gas,World Total,2002,"635,969"
Alabama,211 Oil & Gas,World Total,2003,"4,000"
Alabama,211 Oil & Gas,World Total,2005,"7,982,864"
Alabama,211 Oil & Gas,World Total,2007,"15,229"
Alabama,211 Oil & Gas,World Total,2008,"356,418"
Alabama,211 Oil & Gas,World Total,2009,"68,061"
Alabama,211 Oil & Gas,World Total,2010,"3,258"
Alabama,211 Oil & Gas,World Total,2011,"44,852"
Alabama,211 Oil & Gas,World Total,2012,"72,597"
Alabama,211 Oil & Gas,World Total,2013,"40,431"
Alabama,211 Oil & Gas,World Total,2014,"12,702"
Alabama,211 Oil & Gas,World Total,2015,"80,402"
Alabama,211 Oil & Gas,World Total,2016,"57,135"
Alabama,212 Minerals & Ores,World Total,2002,"164,628,865"
Alabama,212 Minerals & Ores,World Total,2003,"179,937,663"
Alabama,212 Minerals & Ores,World Total,2004,"387,414,817"
Alabama,212 Minerals & Ores,World Total,2005,"589,527,255"
Alabama,212 Minerals & Ores,World Total,2006,"589,528,136"
Alabama,212 Minerals & Ores,World Total,2007,"679,459,039"
Alabama,212 Minerals & Ores,World Total,2008,"1,150,141,104"
Alabama,212 Minerals & Ores,World Total,2009,"1,020,574,738"
Alabama,212 Minerals & Ores,World Total,2010,"1,752,640,736"
Alabama,212 Minerals & Ores,World Total,2011,"2,244,006,458"
Alabama,212 Minerals & Ores,World Total,2012,"1,767,770,943"
Alabama,212 Minerals & Ores,World Total,2013,"1,383,617,394"
Alabama,212 Minerals & Ores,World Total,2014,"1,134,853,370"
Alabama,212 Minerals & Ores,World Total,2015,"702,404,378"
Alabama,212 Minerals & Ores,World Total,2016,"563,828,319"
Alabama,212 Minerals & Ores,World Total,2017,"1,412,051,504"
Alabama,311 Food & Kindred Products,World Total,2002,"124,048,716"
Alabama,311 Food & Kindred Products,World Total,2003,"118,695,765"
Alabama,311 Food & Kindred Products,World Total,2004,"101,515,328"
Alabama,311 Food & Kindred Products,World Total,2005,"85,923,514"
Alabama,311 Food & Kindred Products,World Total,2006,"103,113,002"
Alabama,311 Food & Kindred Products,World Total,2007,"124,182,994"
Alabama,311 Food & Kindred Products,World Total,2008,"348,302,627"
Alabama,311 Food & Kindred Products,World Total,2009,"600,798,778"
Alabama,311 Food & Kindred Products,World Total,2010,"296,439,646"
Alabama,311 Food & Kindred Products,World Total,2011,"552,564,484"
Alabama,311 Food & Kindred Products,World Total,2012,"584,358,882"
Alabama,311 Food & Kindred Products,World Total,2013,"568,140,352"
Alabama,311 Food & Kindred Products,World Total,2014,"464,796,096"
Alabama,311 Food & Kindred Products,World Total,2015,"329,094,110"
Alabama,311 Food & Kindred Products,World Total,2016,"288,220,973"
Alabama,311 Food & Kindred Products,World Total,2017,"307,746,516"
Alabama,312 Beverages & Tobacco Products,World Total,2002,"5,980,138"
Alabama,312 Beverages & Tobacco Products,World Total,2003,"1,491,958"
Alabama,312 Beverages & Tobacco Products,World Total,2004,"1,190,813"
Alabama,312 Beverages & Tobacco Products,World Total,2005,"695,810"
Alabama,312 Beverages & Tobacco Products,World Total,2006,"911,281"
Alabama,312 Beverages & Tobacco Products,World Total,2007,"1,934,311"
Alabama,312 Beverages & Tobacco Products,World Total,2008,"3,119,378"
Alabama,312 Beverages & Tobacco Products,World Total,2009,"5,891,632"
Alabama,312 Beverages & Tobacco Products,World Total,2010,"5,341,316"
Alabama,312 Beverages & Tobacco Products,World Total,2011,"4,020,905"
Alabama,312 Beverages & Tobacco Products,World Total,2012,"2,364,998"
Alabama,312 Beverages & Tobacco Products,World Total,2013,"2,567,886"
Alabama,312 Beverages & Tobacco Products,World Total,2014,"1,878,643"
Alabama,312 Beverages & Tobacco Products,World Total,2015,"5,063,747"
Alabama,312 Beverages & Tobacco Products,World Total,2016,"3,193,133"
Alabama,312 Beverages & Tobacco Products,World Total,2017,"5,748,429"
Alabama,313 Textiles & Fabrics,World Total,2002,"204,864,876"
Alabama,313 Textiles & Fabrics,World Total,2003,"197,476,179"
Alabama,313 Textiles & Fabrics,World Total,2004,"262,458,445"
Alabama,313 Textiles & Fabrics,World Total,2005,"262,610,763"
Alabama,313 Textiles & Fabrics,World Total,2006,"259,972,676"
Alabama,313 Textiles & Fabrics,World Total,2007,"218,204,652"
Alabama,313 Textiles & Fabrics,World Total,2008,"303,848,846"
Alabama,313 Textiles & Fabrics,World Total,2009,"189,087,557"
Alabama,313 Textiles & Fabrics,World Total,2010,"215,862,194"
Alabama,313 Textiles & Fabrics,World Total,2011,"284,801,266"
Alabama,313 Textiles & Fabrics,World Total,2012,"295,527,968"
Alabama,313 Textiles & Fabrics,World Total,2013,"250,830,434"
Alabama,313 Textiles & Fabrics,World Total,2014,"250,206,497"
Alabama,313 Textiles & Fabrics,World Total,2015,"193,330,491"
Alabama,313 Textiles & Fabrics,World Total,2016,"179,013,057"
Alabama,313 Textiles & Fabrics,World Total,2017,"168,737,100"
Alabama,314 Textile Mill Products,World Total,2002,"50,270,033"
Alabama,314 Textile Mill Products,World Total,2003,"48,392,237"
Alabama,314 Textile Mill Products,World Total,2004,"59,718,681"
Alabama,314 Textile Mill Products,World Total,2005,"66,670,294"
Alabama,314 Textile Mill Products,World Total,2006,"64,444,024"
Alabama,314 Textile Mill Products,World Total,2007,"60,726,552"
Alabama,314 Textile Mill Products,World Total,2008,"59,833,589"
Alabama,314 Textile Mill Products,World Total,2009,"42,733,581"
Alabama,314 Textile Mill Products,World Total,2010,"53,403,008"
Alabama,314 Textile Mill Products,World Total,2011,"58,777,459"
Alabama,314 Textile Mill Products,World Total,2012,"68,058,665"
Alabama,314 Textile Mill Products,World Total,2013,"39,301,418"
Alabama,314 Textile Mill Products,World Total,2014,"43,116,559"
Alabama,314 Textile Mill Products,World Total,2015,"38,803,979"
Alabama,314 Textile Mill Products,World Total,2016,"38,531,178"
Alabama,314 Textile Mill Products,World Total,2017,"39,278,675"
Alabama,315 Apparel & Accessories,World Total,2002,"305,523,574"
Alabama,315 Apparel & Accessories,World Total,2003,"489,211,902"
Alabama,315 Apparel & Accessories,World Total,2004,"363,727,718"
Alabama,315 Apparel & Accessories,World Total,2005,"303,996,110"
Alabama,315 Apparel & Accessories,World Total,2006,"252,540,949"
Alabama,315 Apparel & Accessories,World Total,2007,"47,137,425"
Alabama,315 Apparel & Accessories,World Total,2008,"22,879,945"
Alabama,315 Apparel & Accessories,World Total,2009,"46,197,176"
Alabama,315 Apparel & Accessories,World Total,2010,"68,547,487"
Alabama,315 Apparel & Accessories,World Total,2011,"25,612,309"
Alabama,315 Apparel & Accessories,World Total,2012,"13,778,865"
Alabama,315 Apparel & Accessories,World Total,2013,"11,724,709"
Alabama,315 Apparel & Accessories,World Total,2014,"9,583,939"
Alabama,315 Apparel & Accessories,World Total,2015,"8,510,463"
Alabama,315 Apparel & Accessories,World Total,2016,"8,196,098"
Alabama,315 Apparel & Accessories,World Total,2017,"8,990,098"
Alabama,316 Leather & Allied Products,World Total,2002,"1,631,949"
Alabama,316 Leather & Allied Products,World Total,2003,"1,864,174"
Alabama,316 Leather & Allied Products,World Total,2004,"2,763,165"
Alabama,316 Leather & Allied Products,World Total,2005,"1,405,065"
Alabama,316 Leather & Allied Products,World Total,2006,"2,564,883"
Alabama,316 Leather & Allied Products,World Total,2007,"2,022,316"
Alabama,316 Leather & Allied Products,World Total,2008,"3,198,292"
Alabama,316 Leather & Allied Products,World Total,2009,"5,636,236"
Alabama,316 Leather & Allied Products,World Total,2010,"6,127,539"
Alabama,316 Leather & Allied Products,World Total,2011,"2,864,027"
Alabama,316 Leather & Allied Products,World Total,2012,"8,693,383"
Alabama,316 Leather & Allied Products,World Total,2013,"9,394,333"
Alabama,316 Leather & Allied Products,World Total,2014,"13,709,932"
Alabama,316 Leather & Allied Products,World Total,2015,"2,469,216"
Alabama,316 Leather & Allied Products,World Total,2016,"8,468,326"
Alabama,316 Leather & Allied Products,World Total,2017,"5,764,952"
Alabama,321 Wood Products,World Total,2002,"139,664,634"
Alabama,321 Wood Products,World Total,2003,"98,092,057"
Alabama,321 Wood Products,World Total,2004,"125,353,743"
Alabama,321 Wood Products,World Total,2005,"154,971,698"
Alabama,321 Wood Products,World Total,2006,"157,895,488"
Alabama,321 Wood Products,World Total,2007,"161,595,528"
Alabama,321 Wood Products,World Total,2008,"213,086,647"
Alabama,321 Wood Products,World Total,2009,"176,178,404"
Alabama,321 Wood Products,World Total,2010,"190,577,831"
Alabama,321 Wood Products,World Total,2011,"189,316,497"
Alabama,321 Wood Products,World Total,2012,"187,752,628"
Alabama,321 Wood Products,World Total,2013,"253,417,449"
Alabama,321 Wood Products,World Total,2014,"300,318,143"
Alabama,321 Wood Products,World Total,2015,"294,918,436"
Alabama,321 Wood Products,World Total,2016,"294,279,350"
Alabama,321 Wood Products,World Total,2017,"262,322,054"
Alabama,322 Paper,World Total,2002,"638,767,396"
Alabama,322 Paper,World Total,2003,"655,157,329"
Alabama,322 Paper,World Total,2004,"673,117,034"
Alabama,322 Paper,World Total,2005,"689,434,186"
Alabama,322 Paper,World Total,2006,"808,130,796"
Alabama,322 Paper,World Total,2007,"899,683,321"
Alabama,322 Paper,World Total,2008,"1,013,976,769"
Alabama,322 Paper,World Total,2009,"809,760,390"
Alabama,322 Paper,World Total,2010,"946,860,799"
Alabama,322 Paper,World Total,2011,"1,018,213,960"
Alabama,322 Paper,World Total,2012,"865,873,929"
Alabama,322 Paper,World Total,2013,"733,458,144"
Alabama,322 Paper,World Total,2014,"676,705,502"
Alabama,322 Paper,World Total,2015,"781,397,157"
Alabama,322 Paper,World Total,2016,"870,585,355"
Alabama,322 Paper,World Total,2017,"1,031,640,973"
Alabama,"323 Printed Matter And Related Products, Nesoi",World Total,2002,"7,730,885"
Alabama,"323 Printed Matter And Related Products, Nesoi",World Total,2003,"4,661,050"
Alabama,"323 Printed Matter And Related Products, Nesoi",World Total,2004,"6,613,269"
Alabama,"323 Printed Matter And Related Products, Nesoi",World Total,2005,"7,025,073"
Alabama,"323 Printed Matter And Related Products, Nesoi",World Total,2006,"8,527,810"
Alabama,"323 Printed Matter And Related Products, Nesoi",World Total,2007,"9,263,291"
Alabama,"323 Printed Matter And Related Products, Nesoi",World Total,2008,"9,721,767"
Alabama,"323 Printed Matter And Related Products, Nesoi",World Total,2009,"10,853,812"
Alabama,"323 Printed Matter And Related Products, Nesoi",World Total,2010,"5,596,930"
Alabama,"323 Printed Matter And Related Products, Nesoi",World Total,2011,"5,144,279"
Alabama,"323 Printed Matter And Related Products, Nesoi",World Total,2012,"5,381,494"
Alabama,"323 Printed Matter And Related Products, Nesoi",World Total,2013,"4,932,978"
Alabama,"323 Printed Matter And Related Products, Nesoi",World Total,2014,"6,177,001"
Alabama,"323 Printed Matter And Related Products, Nesoi",World Total,2015,"5,302,222"
Alabama,"323 Printed Matter And Related Products, Nesoi",World Total,2016,"4,777,853"
Alabama,"323 Printed Matter And Related Products, Nesoi",World Total,2017,"4,054,763"
Alabama,324 Petroleum & Coal Products,World Total,2002,"3,410,946"
Alabama,324 Petroleum & Coal Products,World Total,2003,"10,542,092"
Alabama,324 Petroleum & Coal Products,World Total,2004,"18,331,002"
Alabama,324 Petroleum & Coal Products,World Total,2005,"27,331,994"
Alabama,324 Petroleum & Coal Products,World Total,2006,"21,200,641"
Alabama,324 Petroleum & Coal Products,World Total,2007,"48,117,729"
Alabama,324 Petroleum & Coal Products,World Total,2008,"174,655,661"
Alabama,324 Petroleum & Coal Products,World Total,2009,"101,771,724"
Alabama,324 Petroleum & Coal Products,World Total,2010,"80,972,063"
Alabama,324 Petroleum & Coal Products,World Total,2011,"139,453,681"
Alabama,324 Petroleum & Coal Products,World Total,2012,"197,151,743"
Alabama,324 Petroleum & Coal Products,World Total,2013,"97,877,566"
Alabama,324 Petroleum & Coal Products,World Total,2014,"115,707,394"
Alabama,324 Petroleum & Coal Products,World Total,2015,"180,139,635"
Alabama,324 Petroleum & Coal Products,World Total,2016,"370,160,785"
Alabama,324 Petroleum & Coal Products,World Total,2017,"258,752,502"
Alabama,325 Chemicals,World Total,2002,"1,318,013,353"
Alabama,325 Chemicals,World Total,2003,"1,264,386,309"
Alabama,325 Chemicals,World Total,2004,"1,688,251,152"
Alabama,325 Chemicals,World Total,2005,"1,811,192,125"
Alabama,325 Chemicals,World Total,2006,"1,894,713,771"
Alabama,325 Chemicals,World Total,2007,"2,002,273,895"
Alabama,325 Chemicals,World Total,2008,"2,281,513,367"
Alabama,325 Chemicals,World Total,2009,"1,447,107,530"
Alabama,325 Chemicals,World Total,2010,"2,019,031,156"
Alabama,325 Chemicals,World Total,2011,"2,345,793,949"
Alabama,325 Chemicals,World Total,2012,"2,579,828,938"
Alabama,325 Chemicals,World Total,2013,"2,491,614,257"
Alabama,325 Chemicals,World Total,2014,"2,467,043,657"
Alabama,325 Chemicals,World Total,2015,"2,131,510,583"
Alabama,325 Chemicals,World Total,2016,"2,191,633,760"
Alabama,325 Chemicals,World Total,2017,"2,276,536,901"
Alabama,326 Plastics & Rubber Products,World Total,2002,"200,658,376"
Alabama,326 Plastics & Rubber Products,World Total,2003,"215,578,629"
Alabama,326 Plastics & Rubber Products,World Total,2004,"222,307,816"
Alabama,326 Plastics & Rubber Products,World Total,2005,"245,934,195"
Alabama,326 Plastics & Rubber Products,World Total,2006,"311,832,311"
Alabama,326 Plastics & Rubber Products,World Total,2007,"283,342,064"
Alabama,326 Plastics & Rubber Products,World Total,2008,"323,314,980"
Alabama,326 Plastics & Rubber Products,World Total,2009,"340,991,169"
Alabama,326 Plastics & Rubber Products,World Total,2010,"354,284,543"
Alabama,326 Plastics & Rubber Products,World Total,2011,"346,749,347"
Alabama,326 Plastics & Rubber Products,World Total,2012,"427,879,998"
Alabama,326 Plastics & Rubber Products,World Total,2013,"397,515,527"
Alabama,326 Plastics & Rubber Products,World Total,2014,"377,152,517"
Alabama,326 Plastics & Rubber Products,World Total,2015,"423,088,450"
Alabama,326 Plastics & Rubber Products,World Total,2016,"390,694,637"
Alabama,326 Plastics & Rubber Products,World Total,2017,"403,277,115"
Alabama,327 Nonmetallic Mineral Products,World Total,2002,"68,123,986"
Alabama,327 Nonmetallic Mineral Products,World Total,2003,"75,800,250"
Alabama,327 Nonmetallic Mineral Products,World Total,2004,"79,038,103"
Alabama,327 Nonmetallic Mineral Products,World Total,2005,"95,026,217"
Alabama,327 Nonmetallic Mineral Products,World Total,2006,"109,686,814"
Alabama,327 Nonmetallic Mineral Products,World Total,2007,"136,680,017"
Alabama,327 Nonmetallic Mineral Products,World Total,2008,"144,741,269"
Alabama,327 Nonmetallic Mineral Products,World Total,2009,"89,967,898"
Alabama,327 Nonmetallic Mineral Products,World Total,2010,"106,224,060"
Alabama,327 Nonmetallic Mineral Products,World Total,2011,"121,322,967"
Alabama,327 Nonmetallic Mineral Products,World Total,2012,"109,449,310"
Alabama,327 Nonmetallic Mineral Products,World Total,2013,"97,107,941"
Alabama,327 Nonmetallic Mineral Products,World Total,2014,"99,282,911"
Alabama,327 Nonmetallic Mineral Products,World Total,2015,"96,200,802"
Alabama,327 Nonmetallic Mineral Products,World Total,2016,"84,988,761"
Alabama,327 Nonmetallic Mineral Products,World Total,2017,"84,034,883"
Alabama,331 Primary Metal Mfg,World Total,2002,"309,221,027"
Alabama,331 Primary Metal Mfg,World Total,2003,"297,881,484"
Alabama,331 Primary Metal Mfg,World Total,2004,"398,626,950"
Alabama,331 Primary Metal Mfg,World Total,2005,"439,910,486"
Alabama,331 Primary Metal Mfg,World Total,2006,"495,160,843"
Alabama,331 Primary Metal Mfg,World Total,2007,"583,015,374"
Alabama,331 Primary Metal Mfg,World Total,2008,"1,011,162,018"
Alabama,331 Primary Metal Mfg,World Total,2009,"708,262,123"
Alabama,331 Primary Metal Mfg,World Total,2010,"703,197,044"
Alabama,331 Primary Metal Mfg,World Total,2011,"1,047,239,826"
Alabama,331 Primary Metal Mfg,World Total,2012,"1,405,082,042"
Alabama,331 Primary Metal Mfg,World Total,2013,"1,453,638,450"
Alabama,331 Primary Metal Mfg,World Total,2014,"1,512,799,277"
Alabama,331 Primary Metal Mfg,World Total,2015,"1,582,098,348"
Alabama,331 Primary Metal Mfg,World Total,2016,"1,478,314,970"
Alabama,331 Primary Metal Mfg,World Total,2017,"1,929,974,933"
Alabama,"332 Fabricated Metal Products, Nesoi",World Total,2002,"183,028,533"
Alabama,"332 Fabricated Metal Products, Nesoi",World Total,2003,"123,472,255"
Alabama,"332 Fabricated Metal Products, Nesoi",World Total,2004,"149,842,816"
Alabama,"332 Fabricated Metal Products, Nesoi",World Total,2005,"362,026,589"
Alabama,"332 Fabricated Metal Products, Nesoi",World Total,2006,"411,899,092"
Alabama,"332 Fabricated Metal Products, Nesoi",World Total,2007,"342,679,071"
Alabama,"332 Fabricated Metal Products, Nesoi",World Total,2008,"310,416,780"
Alabama,"332 Fabricated Metal Products, Nesoi",World Total,2009,"270,990,861"
Alabama,"332 Fabricated Metal Products, Nesoi",World Total,2010,"300,931,817"
Alabama,"332 Fabricated Metal Products, Nesoi",World Total,2011,"527,197,113"
Alabama,"332 Fabricated Metal Products, Nesoi",World Total,2012,"344,353,909"
Alabama,"332 Fabricated Metal Products, Nesoi",World Total,2013,"463,016,312"
Alabama,"332 Fabricated Metal Products, Nesoi",World Total,2014,"378,018,632"
Alabama,"332 Fabricated Metal Products, Nesoi",World Total,2015,"377,744,081"
Alabama,"332 Fabricated Metal Products, Nesoi",World Total,2016,"400,814,695"
Alabama,"332 Fabricated Metal Products, Nesoi",World Total,2017,"323,011,050"
Alabama,"333 Machinery, Except Electrical",World Total,2002,"351,465,029"
Alabama,"333 Machinery, Except Electrical",World Total,2003,"463,092,472"
Alabama,"333 Machinery, Except Electrical",World Total,2004,"606,756,569"
Alabama,"333 Machinery, Except Electrical",World Total,2005,"785,947,980"
Alabama,"333 Machinery, Except Electrical",World Total,2006,"854,066,139"
Alabama,"333 Machinery, Except Electrical",World Total,2007,"936,455,193"
Alabama,"333 Machinery, Except Electrical",World Total,2008,"853,385,447"
Alabama,"333 Machinery, Except Electrical",World Total,2009,"877,729,764"
Alabama,"333 Machinery, Except Electrical",World Total,2010,"1,137,203,586"
Alabama,"333 Machinery, Except Electrical",World Total,2011,"1,212,947,334"
Alabama,"333 Machinery, Except Electrical",World Total,2012,"1,016,389,431"
Alabama,"333 Machinery, Except Electrical",World Total,2013,"863,592,188"
Alabama,"333 Machinery, Except Electrical",World Total,2014,"860,167,913"
Alabama,"333 Machinery, Except Electrical",World Total,2015,"1,070,388,153"
Alabama,"333 Machinery, Except Electrical",World Total,2016,"913,012,705"
Alabama,"333 Machinery, Except Electrical",World Total,2017,"695,403,462"
Alabama,334 Computer & Electronic Products,World Total,2002,"919,311,026"
Alabama,334 Computer & Electronic Products,World Total,2003,"762,711,549"
Alabama,334 Computer & Electronic Products,World Total,2004,"776,042,738"
Alabama,334 Computer & Electronic Products,World Total,2005,"838,400,759"
Alabama,334 Computer & Electronic Products,World Total,2006,"917,367,414"
Alabama,334 Computer & Electronic Products,World Total,2007,"708,801,854"
Alabama,334 Computer & Electronic Products,World Total,2008,"633,069,890"
Alabama,334 Computer & Electronic Products,World Total,2009,"603,725,692"
Alabama,334 Computer & Electronic Products,World Total,2010,"698,284,611"
Alabama,334 Computer & Electronic Products,World Total,2011,"631,179,527"
Alabama,334 Computer & Electronic Products,World Total,2012,"641,745,703"
Alabama,334 Computer & Electronic Products,World Total,2013,"552,100,625"
Alabama,334 Computer & Electronic Products,World Total,2014,"652,804,329"
Alabama,334 Computer & Electronic Products,World Total,2015,"581,912,941"
Alabama,334 Computer & Electronic Products,World Total,2016,"555,547,352"
Alabama,334 Computer & Electronic Products,World Total,2017,"522,996,340"
Alabama,"335 Electrical Equipment, Appliances & Components",World Total,2002,"96,462,699"
Alabama,"335 Electrical Equipment, Appliances & Components",World Total,2003,"86,269,955"
Alabama,"335 Electrical Equipment, Appliances & Components",World Total,2004,"83,396,947"
Alabama,"335 Electrical Equipment, Appliances & Components",World Total,2005,"111,379,829"
Alabama,"335 Electrical Equipment, Appliances & Components",World Total,2006,"165,734,778"
Alabama,"335 Electrical Equipment, Appliances & Components",World Total,2007,"207,227,251"
Alabama,"335 Electrical Equipment, Appliances & Components",World Total,2008,"176,844,077"
Alabama,"335 Electrical Equipment, Appliances & Components",World Total,2009,"180,293,524"
Alabama,"335 Electrical Equipment, Appliances & Components",World Total,2010,"197,913,936"
Alabama,"335 Electrical Equipment, Appliances & Components",World Total,2011,"161,429,066"
Alabama,"335 Electrical Equipment, Appliances & Components",World Total,2012,"308,816,602"
Alabama,"335 Electrical Equipment, Appliances & Components",World Total,2013,"233,434,978"
Alabama,"335 Electrical Equipment, Appliances & Components",World Total,2014,"225,393,940"
Alabama,"335 Electrical Equipment, Appliances & Components",World Total,2015,"267,210,978"
Alabama,"335 Electrical Equipment, Appliances & Components",World Total,2016,"215,539,087"
Alabama,"335 Electrical Equipment, Appliances & Components",World Total,2017,"213,474,027"
Alabama,336 Transportation Equipment,World Total,2002,"2,456,130,192"
Alabama,336 Transportation Equipment,World Total,2003,"2,534,371,644"
Alabama,336 Transportation Equipment,World Total,2004,"2,401,518,540"
Alabama,336 Transportation Equipment,World Total,2005,"3,162,615,409"
Alabama,336 Transportation Equipment,World Total,2006,"5,440,946,859"
Alabama,336 Transportation Equipment,World Total,2007,"5,903,336,881"
Alabama,336 Transportation Equipment,World Total,2008,"5,698,371,446"
Alabama,336 Transportation Equipment,World Total,2009,"4,046,400,345"
Alabama,336 Transportation Equipment,World Total,2010,"5,277,092,890"
Alabama,336 Transportation Equipment,World Total,2011,"6,067,581,621"
Alabama,336 Transportation Equipment,World Total,2012,"7,907,002,955"
Alabama,336 Transportation Equipment,World Total,2013,"8,466,835,568"
Alabama,336 Transportation Equipment,World Total,2014,"8,703,149,781"
Alabama,336 Transportation Equipment,World Total,2015,"9,338,785,026"
Alabama,336 Transportation Equipment,World Total,2016,"10,694,717,586"
Alabama,336 Transportation Equipment,World Total,2017,"10,954,805,482"
Alabama,337 Furniture & Fixtures,World Total,2002,"27,276,158"
Alabama,337 Furniture & Fixtures,World Total,2003,"23,441,820"
Alabama,337 Furniture & Fixtures,World Total,2004,"29,611,728"
Alabama,337 Furniture & Fixtures,World Total,2005,"21,105,432"
Alabama,337 Furniture & Fixtures,World Total,2006,"22,828,447"
Alabama,337 Furniture & Fixtures,World Total,2007,"24,269,309"
Alabama,337 Furniture & Fixtures,World Total,2008,"29,779,240"
Alabama,337 Furniture & Fixtures,World Total,2009,"29,113,656"
Alabama,337 Furniture & Fixtures,World Total,2010,"34,023,817"
Alabama,337 Furniture & Fixtures,World Total,2011,"39,845,508"
Alabama,337 Furniture & Fixtures,World Total,2012,"42,489,067"
Alabama,337 Furniture & Fixtures,World Total,2013,"52,626,471"
Alabama,337 Furniture & Fixtures,World Total,2014,"40,023,497"
